Key Title,Title/Programme,Contract Ref#,Main Genre,Main Producer,Language,Production Year,Duration,Contracting Status,Active?,HD Available,Producer Approval?,In Catalogue?,Agreement Start Date,Last License Start Date,Agreement End Date,Date Fully Delivered,Visible On Interface,Commission,Back End,Rights Outline,Producer Approval,Costs,Option Notes,General Notes,Product Memo,Reporting,Best Screener,Status
"Endz, The","Endz, The",A0043,Drama Series,SDMC Productions Limited,English,2012,1 x 60' & 10 x 30',signed,TRUE,TRUE,FALSE,FALSE,23/03/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,"30% but 27.5% if Distributor closes deal whereby Producer had previously contacted being: SABC S.Africa, DR Denmark, RTE Ireland, YLE Finland, TVNZ New Zealand, ABC Australia. + 5% marketing",,"TERM: 5 yrs from delivery, break at 3, rolling thereafter 2 yrly periods (DATE BELOW IS SIGNATURE DATE NOT DELIVERY DATE WHICH IS TBC); TERRITORY: WW (except Producer will retain NBC USA) for all rights except E1 have video rights option (6 months from sig of our contract) for WW excluding UK/Eire which is retained by Indigo. RIGHTS: Theatrical, Non-Theatrical, TV, Digital, Ancillary, Merchandising. Video only in UK subject to Prod closing E1 deal within 6 months from sig of our agreement otherwise video rights revert to Indigo.",none,5% marketing. Tx costs deductible from gross,Option on future series/offshoots,,,"Qtrly for 12 months from delivery, biannual thereafter",,Status 3
Enzo Ferrari,Enzo Ferrari,F4064,Drama Series,Victory Film Production & Distribution GmbH,English,2002,"1 x 125' (Film), 2 x 100' (Mini-series)",signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,"Budget: €14,460,459 Released theatrically in Germany.",See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
"Good Pope, The","Good Pope, The",F4064,Drama Series,Victory Film Production & Distribution GmbH,English,2002,"1 x 110' (Film), 2 x 90' (Mini-series)",signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,"Budget: €10,122,556 Released theatrically in Germany.",See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
Harbour Lights,Harbour Lights Series 01,F0018,Drama Series,Valentine Productions,English,2000,10 x 60',,TRUE,FALSE,TRUE,FALSE,07/03/1999 00:00,06/03/2006 00:00,06/03/2006 00:00,,TRUE,17.5% of gross receipts 15% on second runs. Indigo to claim commission from net receipts (minus withholding tax) and Indigo reclaims withholding tax,,World excluding TV in UK and non-standard TV in Ireland - All TV / Video and non-theatric. Video in UK is subject to approval from producer as residuals are high.,,"Expenses (all transmission and marketing materials, shipping costs and fair proportion of TV & Video markets) Indigo shall use best endeavours to ensure costs do not exceed 7.5% of gross receipts",First Refusal on Future Series/Spin offs Not mentioned,"Produced by Steve Lanning (Heartbeat, The Governor and Trial and Retribution).",,Twice yearly 30 June and 30 December,TBC,Status 3
Harbour Lights,Harbour Lights Series 02,F0018,Drama Series,Valentine Productions,English,2001,6 x 60',,TRUE,FALSE,TRUE,FALSE,04/02/2000 00:00,03/02/2007 00:00,03/02/2007 00:00,,TRUE,17.5% of gross receipts 15% on second runs. Indigo to claim commission from net receipts (minus withholding tax) and Indigo reclaims withholding tax,,World excluding TV in UK and non-standard TV in Ireland. (Agreement excluded Paraguay - this is due to Armagrange to be seen as owning some rights in territory were there would be no sale - this is not valid now as Indigo bought Armagrange out). Video in UK is subject to approval from producer as residuals are high. Can only be licensed after terms subject to Producer approval,,"Expenses (all transmission and marketing materials, shipping costs and fair proportion of TV & Video markets) Indigo shall use best endeavours to ensure costs do not exceed 7.5% of gross receipts",First Refusal on Future Series/Spin offs Not mentioned,"Produced by Steve Lanning (Heartbeat, The Governor and Trial and Retribution).",,Twice yearly 30 June and 30 December,TBC,Status 3
In Deep,In Deep Series 01,F0052,Drama Series,Valentine Productions,English,2001,"3 x 100' (Film), 6 x 60' (Series)",,TRUE,FALSE,TRUE,FALSE,15/03/2001 00:00,14/03/2008 00:00,14/03/2008 00:00,,TRUE,26.5% of net monies received plus 5% expenses. Armagrange 'bought out' in letter of 2nd August 2007 - all commissions due Armagrange now come to Indigo. Indigo to claim commission from net receipts (minus withholding tax) and Indigo reclaims withholding ta,,"World excluding TV rights in UK and Northern Ireland - TV / Videogram / Non-theatrical excluding BBC rights. Residuals for video in UK share of £70,000 for In Deep 1 &2. Can only be licensed beyond term with Producer Approval.",,"Expenses (all transmission and marketing materials, shipping costs and fair proportion of TV & Video markets) capped at 5% of gross receipts unless prior approval from producer.",First Refusal on Future Series/Spin offs Not mentioned,Produced for BBC part of Crime Double series aired in primetime. Aired on Canal Plus France and on ZDF Germany.,,Twice yearly 30 June and 30 December,Best French ep Ghost Squad,Status 3
In Deep,In Deep Series 02,F0052,Drama Series,Valentine Productions,English,2002,"4 x 100' (Film), 8 x 60' (Series)",,TRUE,FALSE,TRUE,FALSE,28/02/2002 00:00,27/02/2009 00:00,27/02/2009 00:00,,TRUE,26.5% of net monies received plus 5% expenses. Armagrange 'bought out' in letter of 2nd August 2007 - all commissions due Armagrange now come to Indigo. Indigo to claim commission from net receipts (minus withholding tax) and Indigo reclaims withholding ta,,"World excluding TV rights in UK and Northern Ireland - TV / Videogram / Non-theatrical excluding BBC rights. Residuals for video in UK share of £70,000 for In Deep 1 &2. Can only be licensed after the term subject to Producer Approval",,"Expenses (all transmission and marketing materials, shipping costs and fair proportion of TV & Video markets) capped at 5% of gross receipts unless prior approval from producer.",First Refusal on Future Series/Spin offs Not mentioned,Produced for BBC part of Crime Double series aired in primetime. Aired on Canal Plus France and on ZDF Germany.,,Twice yearly 30 June and 30 December,Best French ep - Untouched,Status 3
In Deep,In Deep Series 03,F0052,Drama Series,Valentine Productions,English,2003,"4 x 100' (Film), 8 x 60' (Series)",,TRUE,FALSE,TRUE,FALSE,10/03/2003 00:00,09/03/2010 00:00,09/03/2010 00:00,,TRUE,new 2011 commission: 26.5% of net monies received plus 5% expenses (not actually confirmed with Producer...) (old commission: 17.5% of gross receipts 15% on second runs. Indigo to claim commission from net receipts (minus withholding tax) and Indigo reclaims withholding tax,,World excluding TV in UK and non-standard TV in Ireland - All TV / Video and non-theatric. Video in UK is subject to approval from producer as residuals are high. Cannot licence beyond end date without prior approval of producer,,"Expenses (all transmission and marketing materials, shipping costs and fair proportion of TV & Video markets) Indigo shall use best endeavours to ensure costs do not exceed 7.5% of gross receipts",First Refusal on Future Series/Spin offs Not mentioned,Produced for BBC part of Crime Double series aired in primetime. Aired on Canal Plus France and on ZDF Germany.,,TBC depending on when license period started,TBC,Status 3
Incantesimo,Incantesimo Series 01,F4064,Drama Series,Victory Film Production & Distribution GmbH,Italian,1998,20 x 50',signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW excl. French psk Europe and Italian spk Europe. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,"Budget: €10,225,837 (for Incatesimo 1 only) Budget: €23,008,134 (for Incatesimo 2&3 combined)",See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
Incantesimo,Incantesimo Series 02,F4064,Drama Series,Victory Film Production & Distribution GmbH,Italian,1999,32 x 50',signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW excl. French psk Europe and Italian spk Europe. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,"Budget: €10,225,837 (for Incatesimo 1 only) Budget: €23,008,134 (for Incatesimo 2&3 combined)",See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
Incantesimo,Incantesimo Series 03,F4064,Drama Series,Victory Film Production & Distribution GmbH,Italian,2000,52 x 50',signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW excl. French psk Europe and Italian spk Europe. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,"Budget: €23,008,134 (for Incatesimo 2&3 combined)",See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
Incantesimo,Incantesimo Series 04,F4064,Drama Series,Victory Film Production & Distribution GmbH,Italian,2001,52 x 50',signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW excl. French psk Europe and Italian spk Europe. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,"Budget: €21,806,590",See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
Incantesimo,Incantesimo Series 05,F4064,Drama Series,Victory Film Production & Distribution GmbH,Italian,2002,52 x 50',signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW excl. French psk Europe and Italian spk Europe. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,,See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
