Key Title,Title/Programme,Contract Ref#,Main Genre,Main Producer,Language,Production Year,Duration,Contracting Status,Active?,HD Available,Producer Approval?,In Catalogue?,Agreement Start Date,Last License Start Date,Agreement End Date,Date Fully Delivered,Visible On Interface,Commission,Back End,Rights Outline,Producer Approval,Costs,Option Notes,General Notes,Product Memo,Reporting,Best Screener,Status
Avatar (aka Cyber Wars),Avatar (aka Cyber Wars),F4037,Film,Cinemancer Pte,English,2004,1 x 98',,TRUE,FALSE,FALSE,FALSE,01/10/2005 00:00,30/09/2010 00:00,29/09/2015 00:00,,TRUE,35%,,Can terminate after two years with 6 month written notice Worldwide excluding US and DVD rights in Hong Kong / Taiwan / Macau & China. Prod has confirmed there are existing sales in the following terrs: Thailand / Greece / Cyprus / Hong Kong / Indonesia / Russia / Japan / S Africa / Turkey - chasing for confirmation. NB existing sales all now on Complete Sales Histories. Product Memo contains details of where Screeners were sent. - Theatrical / Non-theatrical / Free TV / Pay TV / Videogram / New Media / Ancillary / Merchandising.,,5% of gross for marketing expenses. Producer to pay all tx costs,No First Refusal on Future Series/Spin offs,Released in US on DVD by New Line 2005. TV title - did not have theatrical release or may be Singapore?,AVATAR PRODUCT MEMO & Sales History,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,Avatar Aka Cyber Wars https://vimeo.com/95300605 Password: Indigo2014,Status 3
"Bad Son, The","Bad Son, The",,Film,"Bossa Entertainment, Inc",English,2007,1 x 90',,TRUE,FALSE,TRUE,,01/05/2008 00:00,31/12/2099 00:00,31/12/2099 00:00,,FALSE,Acquisition,,"Australia, New Zealand, Asia including Japan - All Rights",Acquisition,,,,,,,Status 3
"Bank, The","Bank, The",F4056,Film,Arena Film Pty,English,2001,1 x 103',,TRUE,FALSE,TRUE,FALSE,18/12/2007 00:00,17/12/2009 00:00,17/12/2014 00:00,,TRUE,15% and 5% for marketing. TX costs producers. Sell materials wherever possible.,,"Exclusive worldwide ex. Australia. Where there are licenses in place, these revert to Indigo on expiry. Free TV, Pay TV, CCTV, VOD, Inflight, DVD and Non-theatric. Broadband, mobile and wireless are not cleared – but should be discussed on a case by case basis.","Broadband, mobile and wireless technology - these rights must be cleared by producer and dealt with case by case.","Marketing expenses (inc. flyrs, brochures, ads, print, posters, images, web digitisation, market expenses) inc. in 5%. All costs for TX are producer’s MUST MAKE EVERY EFFORT TO SELL MATERIALS.",The term will be extended after reviewing sales results on expiry of initial term.,"Minimum Guarantee of US$29,750. 50% Due 6 months after sig. (18/06/08) 50% Due 18 months after sig. (18/06/09) – failure to do so will result in immediate termination. NB. Specific accounts for payments – c.f contract.",,45 days after each calendar quarter,,Status 3
Belizaire The Cajun,Belizaire The Cajun,,Film,Indigo Film & Television Ltd,English,1986,1 x 100',,TRUE,FALSE,FALSE,,28/09/2006 00:00,03/09/2018 00:00,03/09/2018 00:00,,TRUE,"As of 19.10.09 Indigo reach settlement where 100% goes to Indigo. From 28.09.07 to pay on ALL titles (except Jellies) to Mark Hardy 40%, 60% to Indigo (prior to this date 100% to Indigo) with a total aggregate of £100,000 only.",,Worldwide - NAM Video rights exp. 3.9.08 - All rights granted. Indigo owns in perpetuity but only when rights run out as suggested in Last License Date - as per Fourpoint's original avails.,,Indigo pays all costs,,Released theatrically US & Germany,No,No,,Status 3
Best,Best,F4012,Film,"Kingson Capital LLC, Republic Financial Corporation",English,2000,1 x 102',,TRUE,FALSE,TRUE,FALSE,15/09/2004 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,Aug 2009 - agreed extension by 2 years. If no one terminates automatic renewal thereafter. 20% for the first US$200k. 25% on everything thereafter,Yes - see Product Memo,"Licence renewed to 14-Sept-11 but if no notice renewed automatic rolling with 6 month notice termination. Note there are performance criteria - See Product Memo Worldwide excluding North America, UK & Ireland - see Product Memo for all existing licences/sales history. - Theatrical / Non-theatrical / Free TV / Pay TV / Videogram / New Media / Ancillary / Merchandising. (UK rights with Mary McGuckian and our 2004 distribution agreement is incorrect which omitted UK/Eire from the territory. IAC never had UK rights))",Yes - see Product Memo,Marketing costs included in commission. Servicing costs should not exceed US$500 without prior written approval but can be deducted from gross receipts - but see Product Memo.,No First Refusal on Future Series/Spin offs,Must send copies of sales agreements once signed. Broadcasters to pay into CAI bank account unless part of package deal.,BEST PRODUCT MEMO (UK rights with Mary McGuckian and our 2004 distribution agreement is incorrect which omitted UK/Eire from the territory. IAC never had UK rights)),Quarterly 45 days after 31 March / 30 June / 30 September / 31 December. See product memo for further restrictions,,Status 3
Between Two Women,Between Two Women,F4050,Film,North Country Pictures,English,2005,1 x 79,,TRUE,FALSE,FALSE,FALSE,06/06/2006 00:00,,05/06/2009 00:00,,TRUE,35%,,Renewable automatically for a further 5yrs if Indigo have achieved gross recepits in excess of US$50k Worldwide (excluding UK & US DVD until 2009. Indigo has rights in US after 1 april 2009 - I can't see this in the agreement was it concluded verbally?) - Theatrical / Non-theatrical / Free TV / Pay TV / Videogram,,Indigo to deduct 5% of gross receipts to cover all marketing costs including flyers / festival reistration fees / brochures / advertising / print materials / posters / images. All costs relating to tx mats to be deducted from the gross receipts.,First Refusal on Future Series/Spin offs,"Please note there is a version of the film that was created in 2000, this was broadcast on Sky TV between Apr 02 and 03 and released on DVD in the US. This version was re-mastered and edited into the version we have and can be classed as a 2005 production. Being released in the UK on DVD 27 March 2006.",,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Between Two Women,"Between Two Women, Deleted Scenes",,Film,North Country Pictures,English,2005,1 x 19,,TRUE,FALSE,FALSE,,06/06/2006 00:00,,05/06/2009 00:00,,FALSE,35%,,Renewable automatically for a further 5yrs if Indigo have achieved gross recepits in excess of US$50k Worldwide (excluding UK & US DVD until 2009. Indigo has rights in US after 1 april 2009 - I can't see this in the agreement was it concluded verbally?) - Theatrical / Non-theatrical / Free TV / Pay TV / Videogram,,Indigo to deduct 5% of gross receipts to cover all marketing costs including flyers / festival reistration fees / brochures / advertising / print materials / posters / images. All costs relating to tx mats to be deducted from the gross receipts.,First Refusal on Future Series/Spin offs,"Please note there is a version of the film that was created in 2000, this was broadcast on Sky TV between Apr 02 and 03 and released on DVD in the US. This version was re-mastered and edited into the version we have and can be classed as a 2005 production. Being released in the UK on DVD 27 March 2006.",,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Between Two Women,"Between Two Women, The Making of",,Film,North Country Pictures,English,2005,1 x 25,,TRUE,FALSE,FALSE,,06/06/2006 00:00,,05/06/2009 00:00,,FALSE,35%,,Renewable automatically for a further 5yrs if Indigo have achieved gross recepits in excess of US$50k Worldwide (excluding UK & US DVD until 2009. Indigo has rights in US after 1 april 2009 - I can't see this in the agreement was it concluded verbally?) - Theatrical / Non-theatrical / Free TV / Pay TV / Videogram,,Indigo to deduct 5% of gross receipts to cover all marketing costs including flyers / festival reistration fees / brochures / advertising / print materials / posters / images. All costs relating to tx mats to be deducted from the gross receipts.,First Refusal on Future Series/Spin offs,"Please note there is a version of the film that was created in 2000, this was broadcast on Sky TV between Apr 02 and 03 and released on DVD in the US. This version was re-mastered and edited into the version we have and can be classed as a 2005 production. Being released in the UK on DVD 27 March 2006.",,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Beyond The Pole,Beyond The Pole,A0021,Film,Bono Bob Limited,English,2009,1 x 87',signed,TRUE,TRUE,TRUE,FALSE,09/12/2010 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,"25% up to US$150,000, 30% from US$150,000.01 thereafter",,TERM: 2 yrly periods from 14.12.12 to expire on each 2 yr period with 6 month notification. TERRITORY: WW excl. existing sales as listed below in Product Memo below. Where rights expire during Term they revert to Indigo to further exploit. RIGHTS: all rights,- On tx costs only (except on 1st digi PAL set) - QC reports,"Marketing costs included in Distribution Fee. Tx cost to be deducted from Gross Receipts but upon prior approval by producer, except for first set of digi PAL tapes which will not require approval.",No option on future series/spin-offs,"UK video released July 2010. Limited UK Theatrical release. Budget €850,000",UKTV: non-standard TV + SVOD + simulcast (exp. 31.5.12) Brightstar: UK/Eire HV + all pay VOD/EST (checking if VOD is excl or not) (exp. 31.7.15) Duna TV: Hungary Free TV (but have non-excl. rights on Free Satellite via Hotbird EMEA in Hungarian language only) (exp. 31.5.12),- Qtrly. All monies to go into collection account. - Producer to be supplied with copies of license agreements within 3 months from the expiration of such licenses.,,Status 3
Big Freeze (The),"Big Freeze, The",F0035,Film,Media Productions,Dialogue Free,1993,1 x 45',,TRUE,FALSE,TRUE,FALSE,19/06/2001 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25% TV and video / 30% Non-theatric and educational,CD Rom / Cdi rights / additional marketing costs,"TERM: agreed automatic rolling agreement for 2 yr periods from 17-Jun-11, unless terminated by 9 month written notice. World excluding Scandinavia. All media and in all formats and technical configurations whether now or hereafter known including but not limited to broadcast television / cable / satellite / home video / non-theatric and educational uses but excluding all merchandising / audio rights / music publishing rights",CD Rom / Cdi rights / additional marketing costs,"Marketing costs capped at 5% of gross sales. Producer pays for tx materials. Producer to pay for flyers inclusion in catalogue, other marketing materials after prior consent",First Refusal on Future Series/Spin offs Not mentioned,,,Quarterly 30 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Billy: The Early Years,Billy: The Early Years,A0045A,Film,Solex Productions,English,2008,1 x 98',signed,TRUE,TRUE,TRUE,FALSE,05/04/2013 00:00,04/04/2015 00:00,04/04/2020 00:00,,TRUE,25% (on actual receipts in account),,"TERM: 2 yrs from 5.4.13. Any extension to be discussed in good faith. TERRITORY: WW excl. existing sales (see Titles folder for list of existing sales). NB: 1) we do not have direct marketing sales on video rights but Producer willing to discuss. 2) UK Video - only limited number discs made for sale in Christian bookshops only. 3) NAM - producer has released a box set (containing DVD, book, soundtrack - 150,000 units) but NAM video rights are with us to exploit. NB: WE CANNOT CLAIM ROYALTIES ON SECONDARY RIGHTS AS PRODUCER ALREADY REGISTERED","Producer to respond within 7 days otherwise deemed approved: 1) Sales in USA, UK, France, Italy, Spain, Germany, Benelux, Scandinavia, Japan and China. 2) containing Theatrical Rights. 3) Direct marketing on Video rights (if specifically asked as technically we don't have it) 4) are on a straight distribution basis (i.e. no MG/Advance). 5) included in a package deal. 6) licensing deals longer than 5 years. 7) servicing costs over accumilation of $6k.",Marketing inclusive. Tx costs deductible but capped at $6k (need approval beyond this point),none,,See Titles for full list of previous sales.,"Qtrly, incl. Distribution Expenses. All monies to be paid directly into joint signature account to be set up on signature of agreement.",,Status 3
Blood Ties (Bossa),Blood Ties,,Film,"Bossa Entertainment, Inc",English,1991,1 x 91,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,FALSE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Blurred,Blurred,F4062,Film,Blurred Entertainment Pty Ltd,English,2002,1 x 95',,TRUE,FALSE,FALSE,FALSE,24/09/2008 00:00,23/09/2013 00:00,31/12/2099 00:00,,TRUE,35%,,"Agreement on signature. 5 years with automatic renewal if either party doesn't receive termination notice. WW - see existing sales. Rights: All TV, Video, New Media. 26.8.10 Prod confirmed Australia/NZ was sold.",None,"Marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers) are included in the Distribution Fee. All costs relating to servicing agreements with licensees (including but not limited to festival registration fees, transmission materials, duplication, shipping costs, insurance and scripts and transparencies) will be deducted from Gross Receipts.",Termination after 1st 3 years.,,"See Product Memo for list of sales. Believen Enterprises CIS/Baltics all rights (exp 3-Nov-10), More Films German Europe all rights (exp Apr 2014), Trisan Editores Portugal Video rights (exp 11-Jul-09), Eurocine Spain all rights (exp. 16-Nov11), DBS Israel Pay TV (exp 31-Mar-09), Vitra Film Poland rights TBC but guessing all rights (exp 24-May-15), Viasat Scandi Pay TV/VOD (exp. 31-Jan-09). Other sales now expired: HBO Asia Pay TV, Jasmine TV Israel Pay TV, Orbit Middle East Pay TV, Bumerang Films Turkey Video, Melita Cable Malta Pay TV, Cinemax Central Europe Pay TV, Premium Media LAM non-excl. Cable TV, Telecomplex Cyprus",,,Status 3
Body of Influence,Body of Influence,,Film,Master Licensing,English,1993,1 x 87',,TRUE,FALSE,TRUE,FALSE,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Indigo pays all costs,,,,,,Status 3
Body of Influence,Body of Influence II,,Film,Master Licensing,English,1996,1 x 94',,TRUE,FALSE,TRUE,FALSE,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Indigo pays all costs,,,,,,Status 3
"Boys, The","Boys, The",F4056,Film,Arena Film Pty,English,1998,1 x 86',,TRUE,FALSE,TRUE,FALSE,18/12/2007 00:00,17/12/2009 00:00,17/12/2014 00:00,,TRUE,20% & 5% for marketing. TX costs producers. Sell materials wherever possible.,,"Exclusive worldwide ex. Australia. Where there are licenses in place, these revert to Indigo on expiry. Free TV, Pay TV, CCTV, VOD, Inflight, DVD and Non-theatric. Broadband, mobile and wireless are not cleared – but should be discussed on a case by case basis.","Broadband, mobile and wireless technology - these rights must be cleared by producer and dealt with case by case.","Marketing expenses (inc. flyrs, brochures, ads, print, posters, images, web digitisation, market expenses) inc. in 5%. All costs for TX are producer’s MUST MAKE EVERY EFFORT TO SELL MATERIALS.",,"Minimum Guarantee of US$18,810. 50% Due 6 months after sig. (18/06/08) 50% Due 18 months after sig. (18/06/09) – failure to do so will result in immediate termination. NB. Specific accounts for payments – c.f contract",,45 days after each calendar quarter,,Status 3
Broken Thread,Broken Thread,,Film,Conquistador,English,2007,1 x 81',,TRUE,TRUE,TRUE,,01/04/2008 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,Acquisition,,"Excl. WW excl. USA & Canada, Portugal, MMiddle East (inc. N. Africa) Turkey, Poland, Czech Rep, Slovak Rep, Hungary, Romania, Blugaria, former Yugo. All rights incl. TV, HV, Merchandising, Ancillary, New Media",,Acquisition - NB: HD materials not available but have film element to create.,,Theatrical Feature (qualifies as TVM). Budget US$5m,See Product Memo in Titles folder,,,Status 3
Brother's Keeper,Brother's Keeper,,Film,"Bossa Entertainment, Inc",English,2001,1 x 86,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Buford's Beach Bunnies,Buford's Beach Bunnies,,Film,Master Licensing,English,1993,1 x 90',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Indigo pays all costs,,,,,,Status 3
"Cake Eaters, The","Cake Eaters, The",AQ0355,Film,Arclight Films,English,2007,1 x 95',,TRUE,FALSE,TRUE,FALSE,01/10/2010 00:00,30/09/2015 00:00,30/09/2015 00:00,,FALSE,Acquisition,,Acquisition titles - Worldwide and all rights avail to Indigo excluding existing sales - refer to avails list supplied by Arclight. Below acq dates are for Scandinavia contract AQ0355,Acquisition,,,,See Arclights avails list.,,,Status 3
Camp Stories,Camp Stories,,Film,Indigo Film & Television Ltd,English,1997,1 x 95',,TRUE,FALSE,FALSE,,28/09/2006 00:00,01/02/2013 00:00,01/02/2013 00:00,,TRUE,"As of 19.10.09 Indigo reach settlement where 100% goes to Indigo. From 28.09.07 to pay on ALL titles (except Jellies) to Mark Hardy 40%, 60% to Indigo (prior to this date 100% to Indigo) with a total aggregate of £100,000 only.",,"Worldwide excl. US Theatrical only. 2nd run NAM Video (French & English exp 3.9.08), Pay & Free Cable exp 10.3.05), Greece Video (exp 30.4.05), LAM Pay & Free Cable (exp 10.3.05). All rights granted. Indigo owns in perpetuity but only when rights run out as suggested in Last License Date - as per Fourpoint's original avails.",,Indigo pays all costs,,,No,No,Camp Stories https://vimeo.com/97216388 Password: Indigo2014,Status 3
Cannonball Fever,Cannonball Fever,,Film,Pueblo Film Licensing Ltd,English,1989,1 x 92',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide excluding US and Canada and subject to acquisition. - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Carnal Crimes,Carnal Crimes,,Film,Master Licensing,English,1991,1 x 103',,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Indigo pays all costs,,,,,,Status 3
Carriers,Carriers,,Film,"Bossa Entertainment, Inc",English,1998,1 x 88,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
"Clan, The",Christmas On Chestnut Street,,Film,"Bossa Entertainment, Inc",English,2006,1 x 90',,TRUE,FALSE,TRUE,FALSE,01/05/2008 00:00,31/12/2099 00:00,31/12/2099 00:00,,FALSE,Acquisition,,"Australia, New Zealand, Asia including Japan",Acquisition,,,,,,,Status 3
"Clan, The","Clan, The",F4064,Film,Victory Film Production & Distribution GmbH,English,2004,1 x 95',signed,TRUE,FALSE,TRUE,FALSE,01/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"NB: Contracts to be licensed under Victory with Indigo acting as Sales Agent. TERM: 3 yrs (1st Term), with automatic renewal of 2 yrly periods but only if achieve US$300,000 gross in 1st Term. 6 mth notice to terminate in Extended Term but Indigo has 3 months sell-off period. TERRITORY: WW excl. Italian spk Europe. Check Product Memo for existing sales but when comes out of license we are free to relicence - territory non-excl. with Victory. RIGHTS: Non-Theatric, TV, Video, Digital - rights non-excl. with Victory.",All deals require approval. Contracts to licensed under Victory and money to be paid into Victory's account. 5 days to respond otherwise deal granted.,"Marketing incl, TX Prod cost. (Victory is servicing all deals)",,"Budget: €8,215,310 Released theatrically in Italy",See list of previous sales in TITLES/FILM/VICTORY CATALOGUE folder.,No reporting necessary,,Status 3
College,College,F4072B,Film,"CIT Lending Services Corporation, College Productions, LLC (c/o Element Films)",English,2008,1 x 94',,TRUE,TRUE,FALSE,FALSE,16/11/2009 00:00,15/11/2016 00:00,15/11/2021 00:00,,TRUE,"1) 15% upon reaching an aggregate of gross receipts up to US$250,000; 2) 20% plus the 10% deferred amount from 1) above upon reaching an aggregate of gross receipts from US$250,000.01 to US$375,000; 3) Upon Distributor reaching an aggregate of US$375,000.01 from gross receipts the Distributor shall deduct and retain its commission of 25% plus the 5% deferred amount from 2) above.",,"7 yrs with break after 3, rolling annually thereafter if no one terminates. TERRITORY: WW excl. US and Canada but see Product Memo for previous sales. NB: Movie Network bought College from Mandate and isn't on Sales history. Rights expire 30.11.10. RIGHTS: Theatrical, Non Theatrical,All TV, Videogram, New Media, Ancillary, Merchandising",None required,"Distributor will deduct a sum equal to US$5,000 from Gross Receipts across both programmes to cover marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers). All costs relating to servicing agreements with licensees (including but not limited to festival registration fees, transmission materials, duplication, shipping costs, insurance and scripts and transparencies) are not included in this US$5,000 and will be deducted from Gross Receipts.","Distributor shall have first right of refusal on subsequent series, movies, any format containing the characters (or any of them) in the Programme or any series based substantially on the Programme.",See Titles folder for list of clients who've rejected College,See Titles folder for Sales History. NB: Movie Network bought College from Mandate and isn't on Sales history. Rights expire 30.11.10.,Quarterly,,Status 3
Daddy Fox,Daddy Fox,F4059,Film,John McCormack,English,2007,1 x 130',,TRUE,TRUE,FALSE,FALSE,01/02/2008 00:00,31/01/2033 00:00,31/01/2038 00:00,,TRUE,"30% (25% to Indigo, 5% to Film Financial Services)",,WW - all rights,None needed,"Distributor will deduct a sum equal to 5% of Gross Receipts (“Distribution Expense”) to cover marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers). All costs relating to servicing agreements with licensees (including but not limited to festival registration fees, transmission materials, duplication, shipping costs, insurance and scripts and transparencies) are not included in the Distribution Expense and will be deducted from Gross Receipts but the total Distribution Expense will not exceed £75,000 without the written consent of the Producer.",,,,"6 month in first year and within 45 days from such date, thereafter within 45 from such date when monies received.",,Status 3
Dark Knight,Dark Knight: The Movie,,Film,Digital Rights Group (formerly Portman Media Assets),English,2001,1 x 75',,TRUE,FALSE,FALSE,,01/04/2001 00:00,31/05/2015 00:00,31/05/2015 00:00,,TRUE,14.3.09: Kirsty conf commission should now be 100%.,,Bangladesh / Bhutan / Brunei / Cambodia / Cook Islands / East Timor / French Polynewsia / Guam / Hong Kong / India / Indonesia / Laos / Macau / Malaysia / Maldives / Mauritius / New Caledonia / Niue / North Korea / Palau / Soloman Islands / South Korea / Rep of China / Pakistan / Papua New Guinea / Philipines / Singapore / Sri Lanka / Taiwan / Thailand / Vietnam / Vanawatu / Wallace and Futuna - Cable Free TV rights / Cable Pay TV Rights / Free TV rights / Pay TV rights / Satellite Free TV rights / Satellite Pay TV rights / Terrestrial Free TV rights / Terrestrial Pay TV rights / Video on Deman Rights / Home Video Rights and Internet Rights providing tx are secure,,indigo to pay all costs,First Refusal on Future Series/Spin offs Not mentioned,Aired on Channel 5 in the UK. 'Think Buffy with more medieval magic' Daily Mail,,,,Status 3
Death Do Us Part,Death Do Us Part,A0082,Film,Nine Worlds Entertainment,English,2012,1 x 90',signed,TRUE,TRUE,FALSE,FALSE,24/07/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25% + 5% marketing.,,"TERM: 7 yrs from sig, break @ 3yrs, but Prod has Option to terminate if don't generate $100k gross in first 3 yrs. Rolling 2 yrly periods thereaft. TERRITORY: WW excluding North America. RIGHTS: Theatrical, Non-Th, all TV, Video, Digital, Ancillary, Merchandising.",None,5% marketing / Tx deductible,"On spin offs, sequals etc","Budget: US$800,000",NAM rights with Raven Banner who sold video rights to Anchor Bay (license starts 2014),"Qtrly up to 3 yrs from delivery, biannual thereafter.",,Status 3
"Death, Deceit & Destiny Aboard the Orient Express","Death, Deceit & Destiny Aboard the Orient Express",,Film,Prophecy,English,2001,1 x 93,,TRUE,FALSE,TRUE,,,01/01/1904 00:00,01/01/1904 00:00,,TRUE,,Acquisition,Worldwide subject to acquisition - Subject to acquisition,Acquisition,Subject to acquisition,,,,,,Status 3
Deranged,Deranged,,Film,Press On Features Ltd,English,2012,1 x 79',,TRUE,TRUE,FALSE,FALSE,,,,,TRUE,,,NOT SIGNED YET TERM: TERRITORY: World excl. UK and any existing sales (the latter TBC if any) RIGHTS: All,,,,,,,,Status 3
