Key Title,Title/Programme,Contract Ref#,Main Genre,Main Producer,Language,Production Year,Duration,Contracting Status,Active?,HD Available,Producer Approval?,In Catalogue?,Agreement Start Date,Last License Start Date,Agreement End Date,Date Fully Delivered,Visible On Interface,Commission,Back End,Rights Outline,Producer Approval,Costs,Option Notes,General Notes,Product Memo,Reporting,Best Screener,Status
Architect of Darkness,Architect of Darkness,,Factual,Beckmann Visual Publishing Ltd,English,2014,6 x 52',,TRUE,FALSE,TRUE,FALSE,,,,,,,,ACQUISITION TITLE (requiring finishing money as only 1 ep completed). Third party rights as Beckmann have UK video rights only. As of 19.6.14 only permitted to pitch in Australia/NZ. Have to request if avail in other territories. Could be available in the UK if 'the price is right' as WW rights held by Visions Of War channel.,,,,,,,,Status 3
Art Detectives,Art Detectives,D0220,Factual,Riba Film International BV,English,2014,6 x 52',DM signed,TRUE,TRUE,FALSE,FALSE,12/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,,Pre-sale: 15% Post-sale: 30%,,"PRE-SALE TERM: 12 months with option to extend by 6 months. POST-SALE TERM: 10 years from receipt materials (below dates approx.) TERRITORY: World RIGHTS: Theatr, Non-Theatr, TV, Video, Digital, Merchandising, Ancillary",,Marketing included. Tx deductible,On subsequent series/spin offs,"Budget: €632,500 (being €550,000 budget plus Distributor's commission €82,500)",,qtrly,,Status 3
Asteroid Impact,Asteroid Impact (aka Countdown to Impact),D0194,Factual,TV6 Limited,English,2009,1 x 50',signed,TRUE,TRUE,TRUE,FALSE,09/02/2010 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,30%,,"TERM: 10 years from delivery with break after 4 yrs, rolling thereafter of 1 year periods. TERRITORY: WW subject to NGC's holdbacks - see Titles folder for start dates of Indigo's rights. RIGHTS: Non Theatrical Rights (*), Free Television Rights (*), Pay Television Rights (*), Videogram Rights, New Media Rights (*), Ancillary Rights, Merchandising Rights. (*) The asterisked Rights are subject to NGC’s rights.","Distributor may sub-license the Rights for a period of up to three years beyond the Term, unless with prior producer approval. Should the Producer not respond to the Distributor’s notice within 7 (seven) working days then approval is deemed given.","Distributor shall deduct the following capped amounts from first receipts for all reasonable direct, third party marketing expenses (including flyers, brochures, advertising, print materials, posters, images, web digitisation) and distribution costs (including screening cassettes, promotional material and couriers): Year 1: US$2,500; Year 2: US$1,500; Year 3: US$1,000; later such costs are included in the Distribution Fee. All costs relating to servicing agreements with licensees (including but not limited to, transmission materials, duplication, shipping costs, insurance and scripts and transparencies) will be deducted from Gross Receipts. For the avoidance of doubt, the Distributor shall be responsible for all festival, market and overhead costs.","Distributor shall have first right of refusal on any Programme or any series based substantially on the Programme on such terms as may be mutually agreed between the parties provided always that if after 20 business days the parties cannot agree terms, the Producer shall be entitled to appoint another agent in its sole discretion without further obligation to Distributor. .","Budget: £250,000 Was tx on NGC's Naked Science block - first tx was 3.12.09. http://channel.nationalgeographic.com/episode/naked-science-countdown-to-impact-4652/Photos#tab-Overview",See Product Memo in Titles folder for NGC's territories/holdbacks and start dates of Indigo rights,At quarterly intervals as at 31 March 30 June 30 September and 31 December and within 45 (forty five) days from each such date during the first year of the Term and thereafter 45 days following each such date.,Asteroid Impact https://vimeo.com/95130819 Password: Indigo2014,Status 3
Atacama - Flowering Desert,Atacama - Flowering Desert,D0041,Factual,Equilibrio Productions,Spanish (Latin),2000,"1 x 40' (English), 1 x 40' (Latin Spanish)",,TRUE,FALSE,TRUE,FALSE,01/06/2000 00:00,31/05/2011 00:00,31/05/2011 00:00,,TRUE,30%,,World excluding Chile - All rights. Term is 6 years from signature and thereafter automatically renewed for consecutive periods of one year each up to a maximum of 5 years unless terminated by at least 9 months by either party. Can only sublicense for a period which survives our Term (ie 31.6.11),Approval on CD Rom / CDi rights only. But Producer has gone bankrupt and 'disappeared'! Currently no-one to report to.,"Marketing (fliyers, VHSs, transparancies, posters) and all tx materials can be deducted from Gross Receipts",,Contract was never signed and producer has gone bankrupt.,No,No - not until we hear from copywrite owner of rights.,,Status 3
Bangkok Bound,Bangkok Bound,D0175,Factual,Turn On Television Ltd,English,1999,6 x 30',,TRUE,FALSE,TRUE,FALSE,24/02/2009 00:00,23/02/2016 00:00,23/02/2019 00:00,,TRUE,35%,,"RIGHTS: Non-Theatric, Free TV, Pay TV, Videogram, New Media. TERRITORY: WW excl. UK/Eire (with C4). 20.2.09 Jennifer Bol from Digital Rights said we need to get ok from C4 (not C4i) if want to sell in UK/Eire. Previous sales: Sold to Foxtel - territory - australia (exp 30/07/2009) Netherlands, Finland, Italy, Vatican City, San Marino, Capo D'istria, Monaco, Switzerland, Malta, UK, Channel Islands, Republic Of Ireland, Hungary - all expired.",Only if sublicensing beyond 3 years after Term,"Marketing included however agreed can recoup marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers) at capped cost £1,500 across all Turn On titles. Tx costs to recoup from gross receipts.",We do not have option to future series.,,,,Ep 1 Bangkok Bound ep1 https://vimeo.com/95300606 Password: Indigo2014,Status 3
"Battle Of The Somme, The","Battle Of The Somme, The",,Factual,Beckmann Visual Publishing Ltd,English,1916,1 x 72',,TRUE,FALSE,TRUE,FALSE,,,,,,,,ACQUISITION TITLE. Third party rights as Beckmann have UK video rights only. As of 19.6.14 only permitted to pitch in Australia/NZ. Have to request if avail in other territories. Could be available in the UK if 'the price is right' as currently txing on Visions Of War channel who holds WW rights.,,,,Digitally remastered in 2005,,,The Battle of the Somma https://vimeo.com/97940694 Password: Indigo2014,Status 3
Bear Serenade,Bear Serenade,D0221,Factual,Fact Not Fiction Films,English,2011,1 x 52',signed,TRUE,FALSE,FALSE,FALSE,05/02/2014 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,30%,,"TERM: 5 years from sig with a break at 3 years, thereafter rolling 12 monthly periods. TERRITORY: WW RIGHTS: Theatrical, Non-Theatrical, TV, Video, Digital, Ancillary, Merchandising. NB: DFT Enterprises (sister company of Producer) has right to sell the titles via physical Discs online on its website but we can sell WW (UK of course on non-excl. basis)",,Marketing incl. Tx deductable.,,,,From signature until 36 months after delivery of all materials - every quarter. Thereafter every 6 months.,Bear Serenade https://vimeo.com/102514731 Password: Indigo2014,Status 3
Beneath The Bonnet,Beneath The Bonnet Series 01,,Factual,,English,2013,6 to 13 x 52',not signed,TRUE,FALSE,FALSE,FALSE,,,,,,,,TBC,,,,,,,,Status 3
Birding In...,Birding In...,D0186 (letter authorisation),Factual,"Red, Green & Blue Company Ltd, The",English,2003,13 x various,,TRUE,FALSE,TRUE,FALSE,16/07/2007 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,done on a deal by deal basis but 35% incl. marketing costs. have informal agreement with producer.,,1) UK non-excl. Secondary TV rights 2) WW excluding UK exclusive TV & Home Video,Yes,TX costs to be recouped from gross receipts.,,Producer selling DVDs on own website. Has no M&E tracks. Various YOP: Alaska 2003 China 1999 Canada 1999 Florida 1998 Texas 1997 Spain 1996 Turkey 1996 Britain 1997 Morocco 1996 Eastern Europe 1995 Israel 1995 Arctic 1994 Mallorca 1994,,,,Status 3
Birth Of The Bomb,Birth Of The Bomb,,Factual,Beckmann Visual Publishing Ltd,English,1994,1 x 50',,TRUE,FALSE,TRUE,FALSE,,,,,,,,ACQUISITION TITLE. Third party rights as Beckmann have UK video rights only. As of 19.6.14 only permitted to pitch in Australia/NZ (all rights) and UK TV. Have to request if avail in other territories.,,,,,Rerun in Australia (sales info not avail),,Birth of the Bomb https://vimeo.com/98052248 Password: Indigo2014,
Blackout,Blackout,D0089,Factual,BBC,English,2001,1 x 52',,TRUE,FALSE,FALSE,FALSE,14/06/2002 00:00,13/06/2012 00:00,31/12/2099 00:00,,TRUE,"4.6.10: as of this date have not recouped. So continue to defer the 30%. Indigo defers all commission until BBC recoups US$260,000 from both titles (Kissing & Blackout). If Indigo does not close $195,000 by 31-Dec-03 (18m after delivery), BBC can take back programmes and Indigo gets no commission. If Indigo hits target, we get 30%.","contractually yes but we don't. Should also submit artwork for Video releases for approval. If shipping / tx costs will be over US1,000 in any quarter",TV excluding US / English Canada / UK. Home Video excluding US and Eng Canada. Can present proposal for publishing and merchandising rights if territories are av - Standard TV rights / non-standard TV rights / Home Video Rights + CCTV (but not airlines though we had sold rights...),"contractually yes but we don't. Should also submit artwork for Video releases for approval. If shipping / tx costs will be over US1,000 in any quarter","Tx and shipping costs can be billed back. Cannot exceed US$1,000 in any quarter without prior approval",First Refusal on Future Series/Spin offs,,No,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,Blackout https://vimeo.com/85146241 Password: Indigo2014,Status 3
Blastproof,Blastproof,D0088,Factual,BBC,English,2001,1 x 52',,TRUE,FALSE,FALSE,FALSE,19/01/2001 00:00,18/01/2011 00:00,31/12/2099 00:00,,TRUE,30%,contractually yes but we don't. Should also submit artwork for Video releases for approval.,Bangladesh / Brunei / Cambodia / China / Hong Kong / India / Indonesia / Japan / Korea / Laos / Macau / Malaysia / Mongolia / Myanmar / Nepal / Pakistan / Philippines / Singapore / Sri Lanka / Taiwan / Thailand / Vietnam / Australia / Cook islands / Fiji / French Polynesia / Maldives / Nauru / New Caledonia / New Zealand / Niue / Papua New Guinea / Vanatu / Wallis & Futuna / Western Samoa / France / Spain / Bahrain / Iran / Iraq / Israel / Jordan / Kuwait / Qatar / Saudi Arabia / Syria / (but not incl. UAE) / Turkey / Yemen / Lebanon / Oman / Gibralta / Portugal / home video in UK / French Canada (see e-mail and not incl. Germany) - Standard TV rights / non-standard TV rights / Home Video Rights + CCTV (but not airlines though we have sold...),contractually yes but we don't. Should also submit artwork for Video releases for approval.,All costs including tx materials included in Indigo commission. BBC keeps withholding tax,First Refusal on Future Series/Spin offs,,No,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Blessed is the Match,Blessed is the Match,D0155,Factual,Katahdin Foundation (The),English,2008,"1 x 54', 1 x 85'",,TRUE,TRUE,FALSE,FALSE,18/06/2008 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,30% but if Producer passes a deal to Indigo then commission is reduced to 15%.,,"TERM: 5yrs with break 3yrs, rolling 2yr periods thereafter if no one expires (sublicense 5yrs). TERRITORY: Worldwide excluding US and Canada - Theatrical, RIGHTS: Non-Theatrical, Free TV, Pay TV, Videogram, New Media.",None,Marketing inclusive but costs relating to servicing deals can be deducted from gross.,"First right of refusal on subsequent series, movies, any format containg the characters (or any of them) in hte program or any series based substantially on the program.","5.3.09 - winner Audience Award for Best Documentary at both the Denver and San Diego Jewish Film Festivals. Winner of Best Documentary award, Tucson Jewish Film Festival. + DVDs avaiable for educational institutions avail to order on Katahdin's website. 28.1.09 - date of theatrical release in New York, Los Angeles and Irvine. February screenings in Washington DC, San Francisco Bay Area, Florida and other cities across the country. 7.1.09 winner of Best Documentary at both the Washington Jewish Film Festival 2008 and the Hong Kong Jewish Film Festival 2008. Theatrical trailer appears on Apple.com’s movie trailer site. 17.11.08 shortlisted for Academy Awards 2009 for Best Documentary Feature. 27.6.08 delivery of 54' approx August. ALL START DATES HAVE TO BE AFTER 1-SEP-08. Releasing Theatrically in USA (details TBC). 22.4.08 news: editing from feature length to 53:40 version for PBS - rough draft avail 15.5.08. EC says likely we will get this vsn and then offer editing rights to fit in l/ee slots. Costs to make 52' version are (would be avail approx June 08) - we will have to do sales forecast if so but might be waste money...: BROADCAST VERSION CUT FROM PBS VERSION (52 Minutes) = $7,910 / BROADCAST VERSION punchier version, not PBS version (52 Minutes) = $15,890. 15.3.08 news: Joan Allen (Bourne Ultimatum, Face Off) is voicing Catherine Senesh. Planned exhibition of the film. January 2008 Finish the film February 2008 Berlin Film Festival Premiere (this is a fantasy) April 2008 Tribeca Film Festival (more possible premiere) April 2008 - August 2008 U.S. And international film festivals Possible Theatrical Release? September - January 2009? U.S. Broadcast February on International Broadcast 2008 ACADEMY OF MOTION PICTURE ARTS AND SCIENCES SHORTLIST - BEST DOCUMENTARY FEATURE! PBS/INDEPENDENT LENS APRIL, 2010! NOMINATED FOR PRIMETIME EMMY! WINNER OF 12 AUDIENCE AWARDS! “A riveting documentary!” - Metro New York “Engrossing! Dramatic! - Variety “Remarkable Story!” - La Daily News “A miracle - moving, informative, unforgettable.” – Gloria Steinem “Inspirational and moving. This remarkable film will ensure that future generations will know the fascinating story of Hannah Senesh.” – David Marwell, Museum Director NY Museum of Jewish Heritage AUDIENCE AWARD FOR BEST DOCUMENTARY * Washington Jewish Film Festival * San Diego Jewish Film Festival * Atlanta Jewish Film Festival * Hong Kong Jewish Film Festival * New Jersey Jewish Film Festival * Houston Jewish Film Festival * Denver Jewish Film Festival * Tucson Jewish Film Festival Pittsburg Jewish Israeli Film Festival *Seattle Jewish Film Festival Garden State Film Festival",,6 monthly intervals in first year thereafter when monies actually received.,,Status 3
"Boat Show, The","Boat Show Series 01, The",D0218,Factual,Boat Show Television S.R.L,English,2012,"52 x 30' (Brazilian Portuguese), 52 x 30' (English), 52 x 30' (Neutral Spanish)",DM signed,TRUE,TRUE,TRUE,FALSE,26/09/2013 00:00,,,,TRUE,35%,,"TERM: 4 years from full delivery with break if fail to close $200k gross at end of 2nd yr. TERRITORY: Worldwide excluding Latin America, Turkey and Italy. Furthermore: - Middle East/Arabic Africa is available 2nd run for 1st 52 episodes. Remaining episodes will be available to Distributor as 2nd run from 1st September 2014 subject to Al Jazeera renewing its option to renew. - Romania Free TV and Cable TV rights shall be non-exclusive with Transilvania live for season 1 only until the end of its license (aa 3 year term with Producer to confirm expiry date) if within the Distribution Term. - USA/Canada Pay TV/VOD/Internet rights shall be non-exclusive with SPI’s Fust and Fun channel until the end of its license (3 years from 2012 with Producer to confirm expiry date) if within the Distribution Term. For avoidance of doubt where the existing sales for Middle East, Romania and US/Canada have expired within the Distribution Term such rights shall revert to Distributor to further exploit. RIGHTS: Theat, Non-Theat, TV, Video, Digital, Merchandising, Ancillary","Distributor shall seek written approval from Producer on all marketing outputs and broadcast offers for the following territories; Russia, China, India, Indonesia, Singapore, South Korea, Thailand, Germany, France, North America and Airline Rights, with Producer to respond within 5 working days from receipt of Distributor’s written notice otherwise deemed approved. But otherwise Prod delivering so terms will need to be released.","Marketing included in Distribution Fee. Tx costs deductible BUT Producer is servicing deals via Mediapeer, unless otherwise agreed between the parties.",On subsequent movies series etc,"Personalised for the LAM Spanish, Brazilian Portuguese and US/English spk markets with its own presenters.","Sales (if not listed in our granted rights then deemed expired): HBO Latam (Pay TV), TRT Turkey (Free TV), Al Jazeera (Free TV), & Sky Italia (Pay TV), Alitalia (Italian In-Flight), Ultra TV (Spanish US), Fust and Fun USA/Canada (Pay TV/VOD/internet), Transilvania Live (Free TV and Cable TV)",Qtrly,Boat Show mov https://vimeo.com/93148848 Password: Indigo2014,Status 3
"Boat Show, The","Boat Show Series 02, The",D0218,Factual,Boat Show Television S.R.L,English,2013,"52 x 30' (Brazilian Portuguese), 52 x 30' (English), 52 x 30' (Neutral Spanish)",DM signed,TRUE,TRUE,TRUE,FALSE,26/09/2013 00:00,,,,TRUE,35%,,"TERM: 4 years from full delivery with break if fail to close $200k gross at end of 2nd yr. TERRITORY: Worldwide excluding Latin America, Turkey and Italy. Furthermore: - Middle East/Arabic Africa is available 2nd run for 1st 52 episodes. Remaining episodes will be available to Distributor as 2nd run from 1st September 2014 subject to Al Jazeera renewing its option to renew. - Romania Free TV and Cable TV rights shall be non-exclusive with Transilvania live for season 1 only until the end of its license (aa 3 year term with Producer to confirm expiry date) if within the Distribution Term. - USA/Canada Pay TV/VOD/Internet rights shall be non-exclusive with SPI’s Fust and Fun channel until the end of its license (3 years from 2012 with Producer to confirm expiry date) if within the Distribution Term. For avoidance of doubt where the existing sales for Middle East, Romania and US/Canada have expired within the Distribution Term such rights shall revert to Distributor to further exploit. RIGHTS: Theat, Non-Theat, TV, Video, Digital, Merchandising, Ancillary","Distributor shall seek written approval from Producer on all marketing outputs and broadcast offers for the following territories; Russia, China, India, Indonesia, Singapore, South Korea, Thailand, Germany, France, North America and Airline Rights, with Producer to respond within 5 working days from receipt of Distributor’s written notice otherwise deemed approved. But otherwise Prod delivering so terms will need to be released.","Marketing included in Distribution Fee. Tx costs deductible BUT Producer is servicing deals via Mediapeer, unless otherwise agreed between the parties.",On subsequent movies series etc,,,Qtrly,,
